SnomedCTConceptId,Term
65776006,Blackfeet
65776006,Blackfeet (ethnic group)
62598008,Venezuelan Indians
62598008,Venezuelan Indians (ethnic group)
60157000,Ellice Islanders
60157000,Ellice Islanders (ethnic group)
59597001,Marshallese
59597001,Marshallese (ethnic group)
57539009,Navaho
57539009,Navaho (ethnic group)
57405008,Chenchu
57405008,Chenchu (ethnic group)
55990000,Inca
55990000,Inca (ethnic group)
53195006,Kirghiz
53195006,Kirghiz (ethnic group)
51827000,Oriental Jews
51827000,Oriental Jews (ethnic group)
49202008,Gilbertese
49202008,Gilbertese (ethnic group)
48679001,Bogobos
48679001,Bogobos (ethnic group)
48375000,Seminole
48375000,Seminole (ethnic group)
48294008,Solomon Islanders
48294008,Solomon Islanders (ethnic group)
48118002,Yapese
48118002,Yapese (ethnic group)
43890005,Dieguenos
43890005,Dieguenos (ethnic group)
43608005,Australian Aborigines
43608005,"Australian Aborigines, NOS"
43608005,Australian Aborigines (ethnic group)
43056000,Cuna
43056000,Cuna (ethnic group)
42632009,Andamanese
42632009,Andamanese (ethnic group)
41798002,Caroline Islanders
41798002,Caroline Islanders (ethnic group)
35007000,Utes
35007000,Utes (ethnic group)
34334001,New Caledonians
34334001,New Caledonians (ethnic group)
27683006,Ainu
27683006,Ainu (ethnic group)
27301002,Paez
27301002,Paez (ethnic group)
23534002,Melanesians
23534002,Melanesians (ethnic group)
23517005,Polynesians
23517005,Polynesians (ethnic group)
22007004,Shoshone
22007004,Shoshone (ethnic group)
21047009,Aleuts
21047009,Aleuts (ethnic group)
20449009,Javanese
20449009,Javanese (ethnic group)
20291009,Lacandon
20291009,Lacandon (ethnic group)
20140003,Hawaiians
20140003,Hawaiians (ethnic group)
19085009,Saipanese
19085009,Saipanese (ethnic group)
18664001,Xavante
18664001,Xavante (ethnic group)
17789004,Papuans
17789004,Papuans (ethnic group)
15801006,Kapingas
15801006,Kapingas (ethnic group)
13233008,Flathead
13233008,Flathead (ethnic group)
10292001,Guamians
10292001,Guamians (ethnic group)
4073004,Palauans
4073004,Palauans (ethnic group)
3698008,Micronesians
3698008,Micronesians (ethnic group)
3353005,Pueblo
3353005,Pueblo (ethnic group)
592501000000105,New Zealand ethnic group NOS
592501000000105,New Zealand ethnic group NOS (ethnic group)
99061000000108,Any other group - ethnic category 2001 census
99061000000108,Any other group - ethnic category 2001 census
99051000000105,Multi-ethnic islands: Mauritian or Seychellois or Maldivian or St Helena - ethnic category 2001 census
99051000000105,Multi-ethnic islands: Mauritian or Seychellois or Maldivian or St Helena - ethnic category 2001 census
99041000000107,South and Central American - ethnic category 2001 census
99041000000107,South and Central American - ethnic category 2001 census
99031000000103,Latin American - ethnic category 2001 census
99031000000103,Latin American - ethnic category 2001 census
99011000000106,Kurdish - ethnic category 2001 census
99011000000106,Kurdish - ethnic category 2001 census
98991000000109,Israeli - ethnic category 2001 census
98991000000109,Israeli - ethnic category 2001 census
98951000000101,Sikh - ethnic category 2001 census
98951000000101,Sikh - ethnic category 2001 census
98941000000104,Muslim - ethnic category 2001 census
98941000000104,Muslim - ethnic category 2001 census
98931000000108,Jewish - ethnic category 2001 census
98931000000108,Jewish - ethnic category 2001 census
98921000000106,Hindu - ethnic category 2001 census
98921000000106,Hindu - ethnic category 2001 census
98911000000100,Buddhist - ethnic category 2001 census
98911000000100,Buddhist - ethnic category 2001 census
98861000000109,Other - ethnic category 2001 census
98861000000109,Other - ethnic category 2001 census
704392007,Iban
704392007,Iban (ethnic group)
704390004,Bajau
704390004,Bajau (ethnic group)
704389008,Murut
704389008,Murut (ethnic group)
704388000,Melanau (ethnic group)
704388000,Melanau
704387005,Kadazan
704387005,Kadazan (ethnic group)
704386001,Orang asli
704386001,Orang asli (ethnic group)
413466005,Afro-Caucasian (ethnic group)
413466005,Afro-Caucasian
139959003,O/E - Australoid
139959003,O/E - Australoid
139959003,O/E - Australoid (finding)
89026003,Alacaluf
89026003,Alacaluf (ethnic group)
87323008,Nez Perc‚
87323008,Nez Perc‚ (ethnic group)
87323008,Nez Perce
81653003,Pehuenches
81653003,Pehuenches (ethnic group)
81560001,Tongans
81560001,Tongan
81560001,Tongan (ethnic group)
69865008,Fijians
69865008,Fijian
69865008,Fijian (ethnic group)
67931002,Aztec
67931002,Aztec (ethnic group)
66920001,Amerind
66920001,"Amerind, NOS"
66920001,Amerind (ethnic group)
63732001,New Hebrideans
63732001,New Hebrideans (ethnic group)
63457007,Maya
63457007,Maya (ethnic group)
62693009,Polynesian race
62693009,Polynesian race (finding)
47327008,Mexican Indians
47327008,Mexican Indians (ethnic group)
47250000,Bruneians
47250000,Bruneians (ethnic group)
46723002,Badagas
46723002,Badagas (ethnic group)
44460002,Turks
44460002,Turks (ethnic group)
44356001,Micronesian race
44356001,Micronesian race (finding)
38750003,Bororo
38750003,Bororo (ethnic group)
38144004,Athabascans
38144004,Athabascans (ethnic group)
33182009,Trukese
33182009,Trukese (ethnic group)
32873005,Bloods
32873005,Bloods (ethnic group)
32513008,Dyaks
32513008,Dyaks (ethnic group)
11250004,Tinea imbricata
11250004,Tokelau
11250004,Tinea due to Trichophyton concentricum
11250004,Tinea imbricata (disorder) [Ambiguous]
11250004,Tinea imbricata (disorder)
10432001,Onge
10432001,Onge (ethnic group)
4299001,Marathas
4299001,Marathas (ethnic group)
81846005,Naiars
81846005,Naiars (ethnic group)
76460008,Yanomama
76460008,Yanomama (ethnic group)
