SnomedCTConceptId,Term
266831006,(Non-urgent hospital admission) or (hospital day care) (procedure)
183513001,Non-urgent cardiological admission
183513001,Non-urgent cardiological admission
183513001,Non-urgent cardiological admission (procedure)
183509008,Non-urgent renal medicine admission
183509008,Non-urgent renal medicine admission (procedure)
183499003,Non-urgent rheumatology admission
183499003,Non-urgent rheumatology admission (procedure)
183491000,Non-urgent geriatric admission
183491000,Non-urgent geriatric admission (procedure)
183487005,Non-urgent medical admission
183487005,Non-urgent medical admission (procedure)
183482004,Non-urgent hospital admission unspecified
183482004,Non-urgent hospital admission unspecified (procedure)
183481006,Non-urgent hospital admission
183481006,Non-urgent hospital admission (procedure)
183475003,Admit renal medicine emergency
183475003,Admit renal medicine emergency (procedure)
183475003,Renal medicine emergency hospital admission (procedure)
183475003,Renal medicine emergency hospital admission
183465001,Admit rheumatology emergency
183465001,Admit rheumatology emergency (procedure)
183465001,Rheumatology emergency hospital admission (procedure)
183465001,Rheumatology emergency hospital admission
183457004,Admit geriatric emergency
183457004,Admit geriatric emergency (procedure)
183457004,Geriatric emergency hospital admission
183457004,Geriatric emergency hospital admission (procedure)
